algorithm,run_id,step,dataset_name,mean_action_dist,lambda
pbrl,488ymrpd,39,antmaze-large-diverse-v2,0.8645785450935364,0.02
pbrl,488ymrpd,40,antmaze-large-diverse-v2,0.8411785364151001,0.02
pbrl,488ymrpd,41,antmaze-large-diverse-v2,0.8391912579536438,0.02
pbrl,488ymrpd,42,antmaze-large-diverse-v2,0.8624342679977417,0.02
pbrl,488ymrpd,43,antmaze-large-diverse-v2,0.8512372970581055,0.02
pbrl,488ymrpd,44,antmaze-large-diverse-v2,0.828910768032074,0.02
pbrl,488ymrpd,45,antmaze-large-diverse-v2,0.8416136503219604,0.02
pbrl,488ymrpd,46,antmaze-large-diverse-v2,0.8334839344024658,0.02
pbrl,488ymrpd,47,antmaze-large-diverse-v2,0.8863791227340698,0.02
pbrl,488ymrpd,48,antmaze-large-diverse-v2,0.8789286613464355,0.02
pbrl,488ymrpd,49,antmaze-large-diverse-v2,0.8449229001998901,0.02
none,s8tv9khh,0,antmaze-medium-diverse-v2,0.8156416416168213,1.0
none,s8tv9khh,1,antmaze-medium-diverse-v2,0.5019824504852295,1.0
none,s8tv9khh,2,antmaze-medium-diverse-v2,0.4637051820755005,1.0
none,s8tv9khh,3,antmaze-medium-diverse-v2,0.4760250151157379,1.0
none,s8tv9khh,4,antmaze-medium-diverse-v2,0.5351954698562622,1.0
none,s8tv9khh,5,antmaze-medium-diverse-v2,0.49681317806243896,1.0
none,s8tv9khh,6,antmaze-medium-diverse-v2,0.513388991355896,1.0
none,s8tv9khh,7,antmaze-medium-diverse-v2,0.4881857931613922,1.0
none,s8tv9khh,8,antmaze-medium-diverse-v2,0.46407967805862427,1.0
none,s8tv9khh,9,antmaze-medium-diverse-v2,0.496896356344223,1.0
none,s8tv9khh,10,antmaze-medium-diverse-v2,0.5315325260162354,1.0
none,s8tv9khh,11,antmaze-medium-diverse-v2,0.5136612057685852,1.0
none,s8tv9khh,12,antmaze-medium-diverse-v2,0.520563006401062,1.0
none,s8tv9khh,13,antmaze-medium-diverse-v2,0.5306484699249268,1.0
none,s8tv9khh,14,antmaze-medium-diverse-v2,0.500548243522644,1.0
none,s8tv9khh,15,antmaze-medium-diverse-v2,0.5038796663284302,1.0
none,s8tv9khh,16,antmaze-medium-diverse-v2,0.534460186958313,1.0
none,s8tv9khh,17,antmaze-medium-diverse-v2,0.6107929348945618,1.0
none,s8tv9khh,18,antmaze-medium-diverse-v2,0.626585841178894,1.0
none,s8tv9khh,19,antmaze-medium-diverse-v2,0.6372343301773071,1.0
none,s8tv9khh,20,antmaze-medium-diverse-v2,0.6447441577911377,1.0
none,s8tv9khh,21,antmaze-medium-diverse-v2,0.5943976044654846,1.0
none,s8tv9khh,22,antmaze-medium-diverse-v2,0.5718652009963989,1.0
none,s8tv9khh,23,antmaze-medium-diverse-v2,0.5572398900985718,1.0
none,s8tv9khh,24,antmaze-medium-diverse-v2,0.5429666042327881,1.0
none,s8tv9khh,25,antmaze-medium-diverse-v2,0.5354746580123901,1.0
none,s8tv9khh,26,antmaze-medium-diverse-v2,0.5735204219818115,1.0
none,s8tv9khh,27,antmaze-medium-diverse-v2,0.5645316243171692,1.0
none,s8tv9khh,28,antmaze-medium-diverse-v2,0.5605042576789856,1.0
none,s8tv9khh,29,antmaze-medium-diverse-v2,0.5916483402252197,1.0
none,s8tv9khh,30,antmaze-medium-diverse-v2,0.5530721545219421,1.0
none,s8tv9khh,31,antmaze-medium-diverse-v2,0.5561537146568298,1.0
none,s8tv9khh,32,antmaze-medium-diverse-v2,0.5552085638046265,1.0
none,s8tv9khh,33,antmaze-medium-diverse-v2,0.5832542181015015,1.0
none,s8tv9khh,34,antmaze-medium-diverse-v2,0.540030837059021,1.0
none,s8tv9khh,35,antmaze-medium-diverse-v2,0.5529745817184448,1.0
none,s8tv9khh,36,antmaze-medium-diverse-v2,0.5729429721832275,1.0
none,s8tv9khh,37,antmaze-medium-diverse-v2,0.5902196764945984,1.0
none,s8tv9khh,38,antmaze-medium-diverse-v2,0.5496378540992737,1.0
none,s8tv9khh,39,antmaze-medium-diverse-v2,0.6050850749015808,1.0
none,s8tv9khh,40,antmaze-medium-diverse-v2,0.5679588317871094,1.0
none,s8tv9khh,41,antmaze-medium-diverse-v2,0.5358335375785828,1.0
none,s8tv9khh,42,antmaze-medium-diverse-v2,0.5459198951721191,1.0
none,s8tv9khh,43,antmaze-medium-diverse-v2,0.5554189085960388,1.0
none,s8tv9khh,44,antmaze-medium-diverse-v2,0.5622010231018066,1.0
none,s8tv9khh,45,antmaze-medium-diverse-v2,0.5571346282958984,1.0
none,s8tv9khh,46,antmaze-medium-diverse-v2,0.5056872367858887,1.0
none,s8tv9khh,47,antmaze-medium-diverse-v2,0.5849729776382446,1.0
none,s8tv9khh,48,antmaze-medium-diverse-v2,0.5826537609100342,1.0
none,s8tv9khh,49,antmaze-medium-diverse-v2,0.503116250038147,1.0
pbrl,1btqhoc3,0,antmaze-medium-diverse-v2,0.9759916067123413,0.02
pbrl,1btqhoc3,1,antmaze-medium-diverse-v2,0.8838990926742554,0.02
pbrl,1btqhoc3,2,antmaze-medium-diverse-v2,0.8869534730911255,0.02
pbrl,1btqhoc3,3,antmaze-medium-diverse-v2,0.8453769087791443,0.02
pbrl,1btqhoc3,4,antmaze-medium-diverse-v2,0.8290873169898987,0.02
pbrl,1btqhoc3,5,antmaze-medium-diverse-v2,0.7570570707321167,0.02
pbrl,1btqhoc3,6,antmaze-medium-diverse-v2,0.8037906289100647,0.02
pbrl,1btqhoc3,7,antmaze-medium-diverse-v2,0.7131761312484741,0.02
pbrl,1btqhoc3,8,antmaze-medium-diverse-v2,0.7302098274230957,0.02
pbrl,1btqhoc3,9,antmaze-medium-diverse-v2,0.7154558300971985,0.02
pbrl,1btqhoc3,10,antmaze-medium-diverse-v2,0.7665221691131592,0.02
pbrl,1btqhoc3,11,antmaze-medium-diverse-v2,0.796312689781189,0.02
pbrl,1btqhoc3,12,antmaze-medium-diverse-v2,0.7356753349304199,0.02
pbrl,1btqhoc3,13,antmaze-medium-diverse-v2,0.7857410311698914,0.02
pbrl,1btqhoc3,14,antmaze-medium-diverse-v2,0.752138614654541,0.02
pbrl,1btqhoc3,15,antmaze-medium-diverse-v2,0.8566925525665283,0.02
pbrl,1btqhoc3,16,antmaze-medium-diverse-v2,0.8082274794578552,0.02
pbrl,1btqhoc3,17,antmaze-medium-diverse-v2,0.803063690662384,0.02
pbrl,1btqhoc3,18,antmaze-medium-diverse-v2,0.8045097589492798,0.02
pbrl,1btqhoc3,19,antmaze-medium-diverse-v2,0.8159888982772827,0.02
pbrl,1btqhoc3,20,antmaze-medium-diverse-v2,0.8146110773086548,0.02
pbrl,1btqhoc3,21,antmaze-medium-diverse-v2,0.8391806483268738,0.02
pbrl,1btqhoc3,22,antmaze-medium-diverse-v2,0.848796010017395,0.02
pbrl,1btqhoc3,23,antmaze-medium-diverse-v2,0.8696860074996948,0.02
pbrl,1btqhoc3,24,antmaze-medium-diverse-v2,0.791051983833313,0.02
pbrl,1btqhoc3,25,antmaze-medium-diverse-v2,0.8451639413833618,0.02
pbrl,1btqhoc3,26,antmaze-medium-diverse-v2,0.810687780380249,0.02
pbrl,1btqhoc3,27,antmaze-medium-diverse-v2,0.8389495611190796,0.02
pbrl,1btqhoc3,28,antmaze-medium-diverse-v2,0.8530611991882324,0.02
pbrl,1btqhoc3,29,antmaze-medium-diverse-v2,0.8520261645317078,0.02
pbrl,1btqhoc3,30,antmaze-medium-diverse-v2,0.8530569672584534,0.02
pbrl,1btqhoc3,31,antmaze-medium-diverse-v2,0.824242115020752,0.02
pbrl,1btqhoc3,32,antmaze-medium-diverse-v2,0.8302023410797119,0.02
pbrl,1btqhoc3,33,antmaze-medium-diverse-v2,0.8563004732131958,0.02
pbrl,1btqhoc3,34,antmaze-medium-diverse-v2,0.8061754703521729,0.02
pbrl,1btqhoc3,35,antmaze-medium-diverse-v2,0.8528958559036255,0.02
pbrl,1btqhoc3,36,antmaze-medium-diverse-v2,0.8581889867782593,0.02
pbrl,1btqhoc3,37,antmaze-medium-diverse-v2,0.8573741912841797,0.02
pbrl,1btqhoc3,38,antmaze-medium-diverse-v2,0.8554884195327759,0.02
pbrl,1btqhoc3,39,antmaze-medium-diverse-v2,0.7931177616119385,0.02
pbrl,1btqhoc3,40,antmaze-medium-diverse-v2,0.8368009328842163,0.02
pbrl,1btqhoc3,41,antmaze-medium-diverse-v2,0.8103771209716797,0.02
pbrl,1btqhoc3,42,antmaze-medium-diverse-v2,0.877129316329956,0.02
pbrl,1btqhoc3,43,antmaze-medium-diverse-v2,0.8827756643295288,0.02
pbrl,1btqhoc3,44,antmaze-medium-diverse-v2,0.8077219724655151,0.02
pbrl,1btqhoc3,45,antmaze-medium-diverse-v2,0.8368598222732544,0.02
pbrl,1btqhoc3,46,antmaze-medium-diverse-v2,0.806033730506897,0.02
pbrl,1btqhoc3,47,antmaze-medium-diverse-v2,0.7647056579589844,0.02
pbrl,1btqhoc3,48,antmaze-medium-diverse-v2,0.8147028684616089,0.02
pbrl,1btqhoc3,49,antmaze-medium-diverse-v2,0.8646055459976196,0.02
none,2exaxczp,0,antmaze-medium-diverse-v2,0.8156839609146118,1.0
none,2exaxczp,1,antmaze-medium-diverse-v2,0.49796026945114136,1.0
none,2exaxczp,2,antmaze-medium-diverse-v2,0.4567979872226715,1.0
none,2exaxczp,3,antmaze-medium-diverse-v2,0.4628027677536011,1.0
none,2exaxczp,4,antmaze-medium-diverse-v2,0.5234887599945068,1.0
none,2exaxczp,5,antmaze-medium-diverse-v2,0.515152633190155,1.0
none,2exaxczp,6,antmaze-medium-diverse-v2,0.4913647770881653,1.0
none,2exaxczp,7,antmaze-medium-diverse-v2,0.511863648891449,1.0
none,2exaxczp,8,antmaze-medium-diverse-v2,0.4789883494377136,1.0
none,2exaxczp,9,antmaze-medium-diverse-v2,0.4987697899341583,1.0
none,2exaxczp,10,antmaze-medium-diverse-v2,0.4772934317588806,1.0
none,2exaxczp,11,antmaze-medium-diverse-v2,0.5325749516487122,1.0
none,2exaxczp,12,antmaze-medium-diverse-v2,0.5354013442993164,1.0
none,2exaxczp,13,antmaze-medium-diverse-v2,0.5217680931091309,1.0
none,2exaxczp,14,antmaze-medium-diverse-v2,0.4881862699985504,1.0
none,2exaxczp,15,antmaze-medium-diverse-v2,0.5528863668441772,1.0
none,2exaxczp,16,antmaze-medium-diverse-v2,0.5276534557342529,1.0
none,2exaxczp,17,antmaze-medium-diverse-v2,0.6067966818809509,1.0
none,2exaxczp,18,antmaze-medium-diverse-v2,0.6346759796142578,1.0
none,2exaxczp,19,antmaze-medium-diverse-v2,0.6015331149101257,1.0
none,2exaxczp,20,antmaze-medium-diverse-v2,0.6017413139343262,1.0
none,2exaxczp,21,antmaze-medium-diverse-v2,0.6051415205001831,1.0
none,2exaxczp,22,antmaze-medium-diverse-v2,0.6258154511451721,1.0
none,2exaxczp,23,antmaze-medium-diverse-v2,0.5852314233779907,1.0
none,2exaxczp,24,antmaze-medium-diverse-v2,0.6033706665039062,1.0
none,2exaxczp,25,antmaze-medium-diverse-v2,0.5508147478103638,1.0
none,2exaxczp,26,antmaze-medium-diverse-v2,0.551322340965271,1.0
none,2exaxczp,27,antmaze-medium-diverse-v2,0.5558258295059204,1.0
none,2exaxczp,28,antmaze-medium-diverse-v2,0.6040908098220825,1.0
none,2exaxczp,29,antmaze-medium-diverse-v2,0.611303448677063,1.0
none,2exaxczp,30,antmaze-medium-diverse-v2,0.5493791103363037,1.0
none,2exaxczp,31,antmaze-medium-diverse-v2,0.5699635148048401,1.0
none,2exaxczp,32,antmaze-medium-diverse-v2,0.5582652688026428,1.0
none,2exaxczp,33,antmaze-medium-diverse-v2,0.5264180302619934,1.0
none,2exaxczp,34,antmaze-medium-diverse-v2,0.5175312161445618,1.0
none,2exaxczp,35,antmaze-medium-diverse-v2,0.5828161835670471,1.0
none,2exaxczp,36,antmaze-medium-diverse-v2,0.5984569191932678,1.0
none,2exaxczp,37,antmaze-medium-diverse-v2,0.6513900756835938,1.0
none,2exaxczp,38,antmaze-medium-diverse-v2,0.5899724364280701,1.0
none,2exaxczp,39,antmaze-medium-diverse-v2,0.5560818910598755,1.0
none,2exaxczp,40,antmaze-medium-diverse-v2,0.5778106451034546,1.0
none,2exaxczp,41,antmaze-medium-diverse-v2,0.5545162558555603,1.0
none,2exaxczp,42,antmaze-medium-diverse-v2,0.5413302183151245,1.0
none,2exaxczp,43,antmaze-medium-diverse-v2,0.5899218320846558,1.0
none,2exaxczp,44,antmaze-medium-diverse-v2,0.5909230709075928,1.0
none,2exaxczp,45,antmaze-medium-diverse-v2,0.5861356258392334,1.0
none,2exaxczp,46,antmaze-medium-diverse-v2,0.5549405813217163,1.0
none,2exaxczp,47,antmaze-medium-diverse-v2,0.5780602693557739,1.0
none,2exaxczp,48,antmaze-medium-diverse-v2,0.6003658771514893,1.0
none,2exaxczp,49,antmaze-medium-diverse-v2,0.5656614303588867,1.0
pbrl,yl4btahk,0,antmaze-medium-diverse-v2,1.0051026344299316,0.02
pbrl,yl4btahk,1,antmaze-medium-diverse-v2,0.973567008972168,0.02
pbrl,yl4btahk,2,antmaze-medium-diverse-v2,0.9666945934295654,0.02
pbrl,yl4btahk,3,antmaze-medium-diverse-v2,0.8348836898803711,0.02
pbrl,yl4btahk,4,antmaze-medium-diverse-v2,0.836028516292572,0.02
pbrl,yl4btahk,5,antmaze-medium-diverse-v2,0.784121036529541,0.02
pbrl,yl4btahk,6,antmaze-medium-diverse-v2,0.7811963558197021,0.02
pbrl,yl4btahk,7,antmaze-medium-diverse-v2,0.6939071416854858,0.02
pbrl,yl4btahk,8,antmaze-medium-diverse-v2,0.6931912899017334,0.02
pbrl,yl4btahk,9,antmaze-medium-diverse-v2,0.7559609413146973,0.02
pbrl,yl4btahk,10,antmaze-medium-diverse-v2,0.8411386013031006,0.02
pbrl,yl4btahk,11,antmaze-medium-diverse-v2,0.7867870330810547,0.02
pbrl,yl4btahk,12,antmaze-medium-diverse-v2,0.8305739164352417,0.02
pbrl,yl4btahk,13,antmaze-medium-diverse-v2,0.7979488372802734,0.02
pbrl,yl4btahk,14,antmaze-medium-diverse-v2,0.8419313430786133,0.02
pbrl,yl4btahk,15,antmaze-medium-diverse-v2,0.8470677733421326,0.02
pbrl,yl4btahk,16,antmaze-medium-diverse-v2,0.8247848153114319,0.02
pbrl,yl4btahk,17,antmaze-medium-diverse-v2,0.7723509669303894,0.02
pbrl,yl4btahk,18,antmaze-medium-diverse-v2,0.8948085904121399,0.02
pbrl,yl4btahk,19,antmaze-medium-diverse-v2,0.8734805583953857,0.02
pbrl,yl4btahk,20,antmaze-medium-diverse-v2,0.867789089679718,0.02
pbrl,yl4btahk,21,antmaze-medium-diverse-v2,0.8467440605163574,0.02
pbrl,yl4btahk,22,antmaze-medium-diverse-v2,0.8015929460525513,0.02
pbrl,yl4btahk,23,antmaze-medium-diverse-v2,0.8250671625137329,0.02
pbrl,yl4btahk,24,antmaze-medium-diverse-v2,0.7738351821899414,0.02
pbrl,yl4btahk,25,antmaze-medium-diverse-v2,0.7923702001571655,0.02
pbrl,yl4btahk,26,antmaze-medium-diverse-v2,0.7347608208656311,0.02
pbrl,yl4btahk,27,antmaze-medium-diverse-v2,0.785714864730835,0.02
pbrl,yl4btahk,28,antmaze-medium-diverse-v2,0.8600445985794067,0.02
pbrl,yl4btahk,29,antmaze-medium-diverse-v2,0.8774483799934387,0.02
pbrl,yl4btahk,30,antmaze-medium-diverse-v2,0.8427586555480957,0.02
pbrl,yl4btahk,31,antmaze-medium-diverse-v2,0.8540952801704407,0.02
pbrl,yl4btahk,32,antmaze-medium-diverse-v2,0.8781470060348511,0.02
pbrl,yl4btahk,33,antmaze-medium-diverse-v2,0.8553987741470337,0.02
pbrl,yl4btahk,34,antmaze-medium-diverse-v2,0.8743652105331421,0.02
pbrl,yl4btahk,35,antmaze-medium-diverse-v2,0.7952275276184082,0.02
pbrl,yl4btahk,36,antmaze-medium-diverse-v2,0.8154707551002502,0.02
pbrl,yl4btahk,37,antmaze-medium-diverse-v2,0.7739664316177368,0.02
pbrl,yl4btahk,38,antmaze-medium-diverse-v2,0.8421519994735718,0.02
pbrl,yl4btahk,39,antmaze-medium-diverse-v2,0.8532003164291382,0.02
pbrl,yl4btahk,40,antmaze-medium-diverse-v2,0.7518426775932312,0.02
pbrl,yl4btahk,41,antmaze-medium-diverse-v2,0.8189157247543335,0.02
pbrl,yl4btahk,42,antmaze-medium-diverse-v2,0.8210431337356567,0.02
pbrl,yl4btahk,43,antmaze-medium-diverse-v2,0.8627782464027405,0.02
pbrl,yl4btahk,44,antmaze-medium-diverse-v2,0.7652616500854492,0.02
pbrl,yl4btahk,45,antmaze-medium-diverse-v2,0.8159103393554688,0.02
pbrl,yl4btahk,46,antmaze-medium-diverse-v2,0.7812327146530151,0.02
pbrl,yl4btahk,47,antmaze-medium-diverse-v2,0.7936411499977112,0.02
pbrl,yl4btahk,48,antmaze-medium-diverse-v2,0.7707252502441406,0.02
pbrl,yl4btahk,49,antmaze-medium-diverse-v2,0.7987768650054932,0.02
none,pxj8g92g,0,antmaze-medium-diverse-v2,0.7995297908782959,1.0
none,pxj8g92g,1,antmaze-medium-diverse-v2,0.46800467371940613,1.0
none,pxj8g92g,2,antmaze-medium-diverse-v2,0.47384369373321533,1.0
none,pxj8g92g,3,antmaze-medium-diverse-v2,0.5359192490577698,1.0
none,pxj8g92g,4,antmaze-medium-diverse-v2,0.43333619832992554,1.0
none,pxj8g92g,5,antmaze-medium-diverse-v2,0.4740997552871704,1.0
none,pxj8g92g,6,antmaze-medium-diverse-v2,0.5023046731948853,1.0
none,pxj8g92g,7,antmaze-medium-diverse-v2,0.4551055431365967,1.0
none,pxj8g92g,8,antmaze-medium-diverse-v2,0.44892561435699463,1.0
none,pxj8g92g,9,antmaze-medium-diverse-v2,0.4673795700073242,1.0
none,pxj8g92g,10,antmaze-medium-diverse-v2,0.49034300446510315,1.0
none,pxj8g92g,11,antmaze-medium-diverse-v2,0.4677268862724304,1.0
none,pxj8g92g,12,antmaze-medium-diverse-v2,0.4975813329219818,1.0
none,pxj8g92g,13,antmaze-medium-diverse-v2,0.4923492968082428,1.0
none,pxj8g92g,14,antmaze-medium-diverse-v2,0.49079638719558716,1.0
none,pxj8g92g,15,antmaze-medium-diverse-v2,0.47865989804267883,1.0
none,pxj8g92g,16,antmaze-medium-diverse-v2,0.5363618731498718,1.0
none,pxj8g92g,17,antmaze-medium-diverse-v2,0.5568146109580994,1.0
none,pxj8g92g,18,antmaze-medium-diverse-v2,0.5868947505950928,1.0
none,pxj8g92g,19,antmaze-medium-diverse-v2,0.5169614553451538,1.0
none,pxj8g92g,20,antmaze-medium-diverse-v2,0.5788167715072632,1.0
none,pxj8g92g,21,antmaze-medium-diverse-v2,0.5644894242286682,1.0
none,pxj8g92g,22,antmaze-medium-diverse-v2,0.5669184923171997,1.0
none,pxj8g92g,23,antmaze-medium-diverse-v2,0.5057045221328735,1.0
none,pxj8g92g,24,antmaze-medium-diverse-v2,0.5661349296569824,1.0
none,pxj8g92g,25,antmaze-medium-diverse-v2,0.522728681564331,1.0
none,pxj8g92g,26,antmaze-medium-diverse-v2,0.5366315841674805,1.0
none,pxj8g92g,27,antmaze-medium-diverse-v2,0.5548253655433655,1.0
none,pxj8g92g,28,antmaze-medium-diverse-v2,0.5689477920532227,1.0
none,pxj8g92g,29,antmaze-medium-diverse-v2,0.5404203534126282,1.0
none,pxj8g92g,30,antmaze-medium-diverse-v2,0.5317921042442322,1.0
none,pxj8g92g,31,antmaze-medium-diverse-v2,0.5384202003479004,1.0
none,pxj8g92g,32,antmaze-medium-diverse-v2,0.5908489227294922,1.0
none,pxj8g92g,33,antmaze-medium-diverse-v2,0.5406057834625244,1.0
none,pxj8g92g,34,antmaze-medium-diverse-v2,0.5310542583465576,1.0
none,pxj8g92g,35,antmaze-medium-diverse-v2,0.5697920322418213,1.0
none,pxj8g92g,36,antmaze-medium-diverse-v2,0.5152784585952759,1.0
none,pxj8g92g,37,antmaze-medium-diverse-v2,0.525852620601654,1.0
none,pxj8g92g,38,antmaze-medium-diverse-v2,0.5651479959487915,1.0
none,pxj8g92g,39,antmaze-medium-diverse-v2,0.5509482622146606,1.0
none,pxj8g92g,40,antmaze-medium-diverse-v2,0.5612325668334961,1.0
none,pxj8g92g,41,antmaze-medium-diverse-v2,0.5521307587623596,1.0
none,pxj8g92g,42,antmaze-medium-diverse-v2,0.5423046350479126,1.0
none,pxj8g92g,43,antmaze-medium-diverse-v2,0.5412780046463013,1.0
none,pxj8g92g,44,antmaze-medium-diverse-v2,0.5292640328407288,1.0
none,pxj8g92g,45,antmaze-medium-diverse-v2,0.567618727684021,1.0
none,pxj8g92g,46,antmaze-medium-diverse-v2,0.5625051259994507,1.0
none,pxj8g92g,47,antmaze-medium-diverse-v2,0.5575772523880005,1.0
none,pxj8g92g,48,antmaze-medium-diverse-v2,0.5714201927185059,1.0
none,pxj8g92g,49,antmaze-medium-diverse-v2,0.5765904188156128,1.0
pbrl,89npi58k,0,antmaze-medium-diverse-v2,0.9687701463699341,0.02
pbrl,89npi58k,1,antmaze-medium-diverse-v2,0.9331656694412231,0.02
pbrl,89npi58k,2,antmaze-medium-diverse-v2,0.9028537273406982,0.02
pbrl,89npi58k,3,antmaze-medium-diverse-v2,0.7761784791946411,0.02
pbrl,89npi58k,4,antmaze-medium-diverse-v2,0.8044708967208862,0.02
pbrl,89npi58k,5,antmaze-medium-diverse-v2,0.6817666292190552,0.02
pbrl,89npi58k,6,antmaze-medium-diverse-v2,0.6576858162879944,0.02
pbrl,89npi58k,7,antmaze-medium-diverse-v2,0.6392728090286255,0.02
pbrl,89npi58k,8,antmaze-medium-diverse-v2,0.6850510835647583,0.02
pbrl,89npi58k,9,antmaze-medium-diverse-v2,0.8449244499206543,0.02
pbrl,89npi58k,10,antmaze-medium-diverse-v2,0.8772796392440796,0.02
pbrl,89npi58k,11,antmaze-medium-diverse-v2,0.8181487321853638,0.02
pbrl,89npi58k,12,antmaze-medium-diverse-v2,0.7687438726425171,0.02
pbrl,89npi58k,13,antmaze-medium-diverse-v2,0.8121205568313599,0.02
pbrl,89npi58k,14,antmaze-medium-diverse-v2,0.7673605680465698,0.02
pbrl,89npi58k,15,antmaze-medium-diverse-v2,0.848233699798584,0.02
pbrl,89npi58k,16,antmaze-medium-diverse-v2,0.8352570533752441,0.02
pbrl,89npi58k,17,antmaze-medium-diverse-v2,0.8833178877830505,0.02
pbrl,89npi58k,18,antmaze-medium-diverse-v2,0.8252796530723572,0.02
pbrl,89npi58k,19,antmaze-medium-diverse-v2,0.7664377093315125,0.02
pbrl,89npi58k,20,antmaze-medium-diverse-v2,0.8271979093551636,0.02
pbrl,89npi58k,21,antmaze-medium-diverse-v2,0.8437241315841675,0.02
pbrl,89npi58k,22,antmaze-medium-diverse-v2,0.8429776430130005,0.02
pbrl,89npi58k,23,antmaze-medium-diverse-v2,0.7835806608200073,0.02
pbrl,89npi58k,24,antmaze-medium-diverse-v2,0.835530161857605,0.02
pbrl,89npi58k,25,antmaze-medium-diverse-v2,0.7796186208724976,0.02
pbrl,89npi58k,26,antmaze-medium-diverse-v2,0.7885535955429077,0.02
pbrl,89npi58k,27,antmaze-medium-diverse-v2,0.8099756836891174,0.02
pbrl,89npi58k,28,antmaze-medium-diverse-v2,0.8291842341423035,0.02
pbrl,89npi58k,29,antmaze-medium-diverse-v2,0.8449729681015015,0.02
pbrl,89npi58k,30,antmaze-medium-diverse-v2,0.8419845104217529,0.02
pbrl,89npi58k,31,antmaze-medium-diverse-v2,0.8269370794296265,0.02
pbrl,89npi58k,32,antmaze-medium-diverse-v2,0.7561972737312317,0.02
pbrl,89npi58k,33,antmaze-medium-diverse-v2,0.818453311920166,0.02
pbrl,89npi58k,34,antmaze-medium-diverse-v2,0.7867171168327332,0.02
pbrl,89npi58k,35,antmaze-medium-diverse-v2,0.7814120054244995,0.02
pbrl,89npi58k,36,antmaze-medium-diverse-v2,0.8059965372085571,0.02
pbrl,89npi58k,37,antmaze-medium-diverse-v2,0.8699060678482056,0.02
pbrl,89npi58k,38,antmaze-medium-diverse-v2,0.8303794860839844,0.02
pbrl,89npi58k,39,antmaze-medium-diverse-v2,0.8111216425895691,0.02
pbrl,89npi58k,40,antmaze-medium-diverse-v2,0.8454674482345581,0.02
pbrl,89npi58k,41,antmaze-medium-diverse-v2,0.7455052137374878,0.02
pbrl,89npi58k,42,antmaze-medium-diverse-v2,0.843367338180542,0.02
pbrl,89npi58k,43,antmaze-medium-diverse-v2,0.8230174779891968,0.02
pbrl,89npi58k,44,antmaze-medium-diverse-v2,0.7867089509963989,0.02
pbrl,89npi58k,45,antmaze-medium-diverse-v2,0.7926619052886963,0.02
pbrl,89npi58k,46,antmaze-medium-diverse-v2,0.8324446678161621,0.02
pbrl,89npi58k,47,antmaze-medium-diverse-v2,0.8434066772460938,0.02
pbrl,89npi58k,48,antmaze-medium-diverse-v2,0.8304161429405212,0.02
pbrl,89npi58k,49,antmaze-medium-diverse-v2,0.8013699650764465,0.02
none,a4jgzw3k,0,antmaze-medium-diverse-v2,0.7592260837554932,1.0
none,a4jgzw3k,1,antmaze-medium-diverse-v2,0.48418545722961426,1.0
none,a4jgzw3k,2,antmaze-medium-diverse-v2,0.473123162984848,1.0
none,a4jgzw3k,3,antmaze-medium-diverse-v2,0.5405199527740479,1.0
none,a4jgzw3k,4,antmaze-medium-diverse-v2,0.5259183645248413,1.0
none,a4jgzw3k,5,antmaze-medium-diverse-v2,0.5412082672119141,1.0
none,a4jgzw3k,6,antmaze-medium-diverse-v2,0.5210065841674805,1.0
none,a4jgzw3k,7,antmaze-medium-diverse-v2,0.4927796423435211,1.0
none,a4jgzw3k,8,antmaze-medium-diverse-v2,0.5456464290618896,1.0
none,a4jgzw3k,9,antmaze-medium-diverse-v2,0.5314090251922607,1.0
none,a4jgzw3k,10,antmaze-medium-diverse-v2,0.47703438997268677,1.0
none,a4jgzw3k,11,antmaze-medium-diverse-v2,0.5033352375030518,1.0
none,a4jgzw3k,12,antmaze-medium-diverse-v2,0.5106260776519775,1.0
none,a4jgzw3k,13,antmaze-medium-diverse-v2,0.5257697105407715,1.0
none,a4jgzw3k,14,antmaze-medium-diverse-v2,0.5090758204460144,1.0
none,a4jgzw3k,15,antmaze-medium-diverse-v2,0.5134844183921814,1.0
none,a4jgzw3k,16,antmaze-medium-diverse-v2,0.5909523963928223,1.0
none,a4jgzw3k,17,antmaze-medium-diverse-v2,0.5722571611404419,1.0
none,a4jgzw3k,18,antmaze-medium-diverse-v2,0.5145230293273926,1.0
none,a4jgzw3k,19,antmaze-medium-diverse-v2,0.5397331714630127,1.0
none,a4jgzw3k,20,antmaze-medium-diverse-v2,0.6252957582473755,1.0
none,a4jgzw3k,21,antmaze-medium-diverse-v2,0.5875521302223206,1.0
none,a4jgzw3k,22,antmaze-medium-diverse-v2,0.5338760614395142,1.0
none,a4jgzw3k,23,antmaze-medium-diverse-v2,0.547612190246582,1.0
none,a4jgzw3k,24,antmaze-medium-diverse-v2,0.6013762950897217,1.0
none,a4jgzw3k,25,antmaze-medium-diverse-v2,0.618267834186554,1.0
none,a4jgzw3k,26,antmaze-medium-diverse-v2,0.5493636131286621,1.0
none,a4jgzw3k,27,antmaze-medium-diverse-v2,0.5659289360046387,1.0
none,a4jgzw3k,28,antmaze-medium-diverse-v2,0.5533927083015442,1.0
none,a4jgzw3k,29,antmaze-medium-diverse-v2,0.5705512762069702,1.0
none,a4jgzw3k,30,antmaze-medium-diverse-v2,0.5781698226928711,1.0
